id,title,venue_name,venue_ids,author
meta:br/06101332676 doi:10.1016/j.molcel.2014.11.030,Dicer-TRBP Complex Formation Ensures Accurate Mammalian MicroRNA Biogenesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Wilson, Ross C.; Tambe, Akshay; Kidwell, Mary Anne; Noland, Cameron L.; Schneider, Catherine P.; Doudna, Jennifer A."
meta:br/06101332226 doi:10.1038/ncomms5903,WT1 Interacts With MAD2 And Regulates Mitotic Checkpoint Function,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Shandilya, Jayasha; Toska, Eneda; Richard, Derek; Medler, Kathryn; Roberts, Stefan G. E."
meta:br/06101332903 doi:10.1016/j.molcel.2014.04.005,RNA Specificity And Regulation Of Catalysis In The Eukaryotic Polynucleotide Kinase Clp1,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Dikfidan, Aytac; Loll, Bernhard; Zeymer, Cathleen; Magler, Iris; Clausen, Tim; Meinhart, Anton"
meta:br/06101332222 doi:10.1038/ncomms5981,Biocompatible Click Chemistry Enabled Compartment-Specific pH Measurement Inside E. Coli,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yang, Maiyun; Jalloh, Abubakar S.; Wei, Wei; Zhao, Jing; Wu, Peng; Chen, Peng R."
meta:br/06101332874 doi:10.1016/j.molcel.2014.05.009,Regulatory Interactions Between RNA And Polycomb Repressive Complex 2,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Cifuentes-Rojas, Catherine; Hernandez, Alfredo; Sarma, Kavitha; Lee, Jeannie T."
meta:br/06101332072 doi:10.1038/ncomms6139,Ultraviolet And Visible Range Plasmonics In The Topological Insulator Bi1.5Sb0.5Te1.8Se1.2,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ou, Jun-Yu; So, Jin-Kyu; Adamo, Giorgio; Sulaev, Azat; Wang, Lan; Zheludev, N.I"
meta:br/06101332244 doi:10.1038/ncomms5962,Thermal Mirror Buckling In Freestanding Graphene Locally Controlled By Scanning Tunnelling Microscopy,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Neek-Amal, Mehdi; Xu, P.; Schoelz, J.K.; Ackerman, M.L.; Barber, S.D.; Thibado, P.M.; Sadeghi, Ali; Peeters, F.M."
meta:br/06101332044 doi:10.1038/ncomms6118,A Polarity-Induced Defect Mechanism For Conductivity And Magnetism At Polar–Nonpolar Oxide Interfaces,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Yu, Liping; Zunger, Alex"
meta:br/06101332650 doi:10.1016/j.molcel.2015.01.001,An Ancient Riboswitch Class In Bacteria Regulates Purine Biosynthesis And One-Carbon Metabolism,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kim, Peter B.; Nelson, James W; Breaker, R R"
meta:br/06101332830 doi:10.1016/j.molcel.2014.06.007,A Synthetic Multifunctional Mammalian pH Sensor And CO2 Transgene-Control Device,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ausländer, David; Ausländer, Simon; Charpin-El Hamri, Ghislaine; Sedlmayer, Ferdinand; Müller, Marius; Frey, Olivier; Hierlemann, Andreas; Stelling, Jörg; Fussenegger, Martin"
meta:br/06101332415 doi:10.1038/ncomms5485,A Cenozoic-style Scenario For The end-Ordovician Glaciation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ghienne, Jean-Francois; Desrochers, André; Vandenbroucke, Thijs; Achab, Aicha; Asselin, Esther; Dabard, Marie-Pierre; Farley, Claude; Loi, Alfredo; Paris, Florentin; Wickson, Steven; Veizer, Jan"
meta:br/06101332838 doi:10.1016/j.molcel.2014.06.023,An Ultraconserved Lnc To miRNA Processing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Plosky, Brian S."
meta:br/06101332739 doi:10.1016/j.molcel.2014.10.008,Re-Place Your BETs: The Dynamics Of Super Enhancers,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Amaral, Paulo P.; Bannister, Andrew J"
meta:br/06101332530 doi:10.1016/j.molcel.2015.02.028,Interaction With WDR5 Promotes Target Gene Recognition And Tumorigenesis By MYC,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Thomas, Lance R.; Wang, Qingguo; Grieb, B C; Phan, Jason; Foshage, Audra M.; Sun, Qi; Olejniczak, Edward T.; Clark, Travis; Dey, Soumyadeep; Lorey, Shelly; Alicie, Bethany; Howard, G.C.; Cawthon, Bryan; Ess, Kevin C.; Eischen, Christine M.; Zhao, Zhongming; Fesik, Stephen W.; Tansey, William P."
meta:br/06101332288 doi:10.1038/ncomms5816,Conserved And Host-Specific Features Of Influenza Virion Architecture,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Hutchinson, Edward; Charles, Philip; Hester, Svenja S.; Thomas, Benjamin; Trudgian, David; Martínez-Alonso, Mónica; Fodor, Ervin"
meta:br/06101332419 doi:10.1038/ncomms5788,Near-field Interferometry Of A Free-Falling Nanoparticle From A Point-Like Source,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bateman, James; Nimmrichter, Stefan; Hornberger, Klaus; Ulbricht, Hendrik"
meta:br/06101332899 doi:10.1016/j.molcel.2014.04.017,Retraction Notice To: Nuclear Receptor Function Requires A TFTC-Type Histone Acetyl Transferase Complex,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yanagisawa, Junn; Kitagawa, Hirochika; Yanagida, Mitsuaki; Wada, Osamu; Ogawa, Satoko; Nakagomi, Madoka; Oishi, Hajime; Yamamoto, Yasuji; Nagasawa, Hiromich; McMahon, Steven B; Cole, Michael D.; Tora, Laszlo; Takahashi, Nobuhiro; Kato, Shigeaki"
meta:br/06101332670 doi:10.1016/j.molcel.2014.11.003,The Streptococcus Mutans irvA Gene Encodes A Trans -Acting Riboregulatory mRNA,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Liu, Nan; Niu, Guoqing; Xie, Zhoujie; Chen, Zhiyun; Itzek, Andreas; Kreth, Jens; Gillaspy, Allison; Zeng, Lin; Burne, R.A; Qi, Fengxia; Merritt, Justin"
meta:br/06101332251 doi:10.1038/ncomms5958,Metabolic Properties In Stroked Rats Revealed By Relaxation-Enhanced Magnetic Resonance Spectroscopy At Ultrahigh Fields,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Shemesh, Noam; Rosenberg, Jens T.; Dumez, Jean-Nicolas; Muniz, Jose A.; Grant, S. C; Frydman, Lucio"
meta:br/06101332765 doi:10.1016/j.molcel.2014.08.022,BS69/ZMYND11 Reads And Connects Histone H3.3 Lysine 36 Trimethylation-Decorated Chromatin To Regulated Pre-mRNA Processing,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Guo, Rui; Zheng, Lijuan; Park, Juw Won; Lv, Ruitu; Chen, Hao; Jiao, Fangfang; Xu, Wenqi; Mu, Shirong; Wen, Hong; Qiu, Jinsong; Wang, Zhentian; Yang, Pengyuan; Wu, Feizhen; Hui, Jingyi; Fu, Xiangdong; Shi, Xiaobing; Shi, Yujiang Geno; Xing, Yi; Lan, Fei; Shi, Yang"
meta:br/06101332713 doi:10.1016/j.molcel.2014.11.007,Strand-Specific Analysis Shows Protein Binding At Replication Forks And PCNA Unloading From Lagging Strands When Forks Stall,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Yu, Chuanhe; Gan, Haiyun; Han, Junhong; Zhou, Zhi-Xiong; Jia, Shaodong; Chabes, Andrei; Farrugia, Gianrico; Ordog, Tamas; Zhang, Zhiguo"
meta:br/06101332321 doi:10.1038/ncomms5863,Spontaneous Transmembrane Helix Insertion Thermodynamically Mimics Translocon-Guided Insertion,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ulmschneider, Martin B.; Ulmschneider, Jakob P.; Schiller, Nina; Wallace, B A; Von Heijne, Gunnar; White, Stephen H"
meta:br/06101332456 doi:10.1038/ncomms5765,Energy Landscape And Dynamics Of Brain Activity During Human Bistable Perception,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Watanabe, Takamitsu; Masuda, Naoki; Fukuda, Megumi; Kanai, Ryota; Rees, Geraint"
meta:br/06101332826 doi:10.1016/j.molcel.2014.06.021,An AMPK-Independent Signaling Pathway Downstream Of The LKB1 Tumor Suppressor Controls Snail1 And Metastatic Potential,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Goodwin, Jonathan M.; Svensson, Robert U.; Lou, Hua Jane; Winslow, Monte M.; Turk, Benjamin E.; Shaw, Reuben J."
meta:br/06101332971 doi:10.1016/j.molcel.2014.02.017,Transcriptional Repressor ZBTB1 Promotes Chromatin Remodeling And Translesion DNA Synthesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kim, Hyungjin; Dejsuphong, Donniphat; Adelmant, Guillaume; Ceccaldi, Raphael; Yang, Kailin; Marto, Jarrod A.; D’Andrea, Alan D."
meta:br/06101332025 doi:10.1038/ncomms6255,Motor Contributions To The Temporal Precision Of Auditory Attention,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Morillon, Benjamin; Schroeder, Charles E.; Wyart, Valentin"
meta:br/06101332804 doi:10.1016/j.molcel.2014.07.005,Histone-Fold Domain Protein NF-Y Promotes Chromatin Accessibility For Cell Type-Specific Master Transcription Factors,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Oldfield, Andrew J; Yang, Pengyi; Conway, Amanda E.; Cinghu, Senthilkumar; Freudenberg, Johannes M; Yellaboina, Sailu; Jothi, Raja"
meta:br/06101332248 doi:10.1038/ncomms5955,Membrane Curvature Sensing By The C-terminal Domain Of Complexin,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Snead, David; Wragg, Rachel T.; Dittman, Jeremy; Eliezer, David"
meta:br/06101332154 doi:10.1038/ncomms6002,Enhancing Lithium–Sulphur Battery Performance By Strongly Binding The Discharge Products On Amino-Functionalized Reduced Graphene Oxide,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Wang, Zhiyu; Dong, Yanfeng; Li, Hongjiang; Zhao, Zongbin; Wu, Hao Bin; Hao, Ce; Liu, Shaohong; Qiu, Jieshan; Lou, Xiong Wen"
meta:br/06101332531 doi:10.1016/j.molcel.2015.04.029,Regulating Transcription Traffic Around DSBs,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Plosky, Brian S."
meta:br/06101332624 doi:10.1016/j.molcel.2015.01.022,Top3-Rmi1 Dissolve Rad51-Mediated D Loops By A Topoisomerase-Based Mechanism,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Fasching, Clare L.; Cejka, Petr; Kowalczykowski, Stephen C.; Heyer, Wolf-Dietrich"
meta:br/06101332741 doi:10.1016/j.molcel.2014.09.018,Endogenous miRNA And Target Concentrations Determine Susceptibility To Potential ceRNA Competition,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Bosson, Andrew D.; Zamudio, Jesse R.; Sharp, Phillip A."
meta:br/06101332457 doi:10.1038/ncomms5730,Mycobacterium Tuberculosis Acquires Iron By Cell-Surface Sequestration And Internalization Of Human Holo-Transferrin,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Boradia, Vishant Mahendra; Malhotra, Himanshu; Thakkar, Janak Shrikant; Tillu, Vikas; Vuppala, Bhavana; Patil, Pravinkumar; Sheokand, Navdeep; Sharma, Prerna; Chauhan, Anoop Singh; Raje, Manoj; Raje, Chaaya Iyengar"
meta:br/06101332509 doi:10.1038/ncomms5698,Identification Of Genetic Variants Associated With Alternative Splicing Using sQTLseekeR,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Monlong, Jean; Calvo, Miquel; Ferreira, Pedro Gabriel; Guigó, Roderic"
meta:br/06101332675 doi:10.1016/j.molcel.2014.11.023,Molecular Basis For SMC Rod Formation And Its Dissolution Upon DNA Binding,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Soh, Young-Min; Bürmann, Frank; Shin, Ho-Chul; Oda, Takashi; Jin, Kyeong Sik; Toseland, Christopher P; Kim, Cheolhee; Lee, Hansol; Kim, Soo Jin; Kong, Min-Seok; Durand-Diebold, Marie-Laure; Kim, Yeon-Gil; Kim, Ho Min; Lee, Nam Ki; Sato, Mamoru; Oh, Byung-Ha; Gruber, Stephan"
meta:br/06101332003 doi:10.1038/ncomms6159,αB-crystallin Interacts With And Prevents Stress-Activated Proteolysis Of Focal Adhesion Kinase By Calpain In Cardiomyocytes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Pereira, Michelle B. M.; Santos, Aline M.; Gonçalves, Danieli C.; Cardoso, Alisson C.; Consonni, Sílvio Roberto; Gozzo, Fabio C.; Oliveira, Paulo S.; Pereira, Ana Helena M.; Figueiredo, Alana R.; Tiroli-Cepeda, Ana O.; Ramos, Carlos Hi; Thomaz, Aa De; Cesar, Carlos L.; Franchini, Kleber G."
meta:br/06101332368 doi:10.1038/ncomms5922,Angular Momentum-Induced Circular Dichroism In Non-Chiral Nanostructures,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Zambrana-Puyalto, Xavier; Vidal, Xavier; Molina-Terriza, Gabriel"
meta:br/06101332284 doi:10.1038/ncomms5902,Atomically Resolved Imaging Of Highly Ordered Alternating Fluorinated Graphene,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kashtiban, Reza J; Dyson, M Adam; Nair, Rahul R.; Zan, Recep; Wong, Swee L.; Ramasse, Quentin; Geim, Andre K.; Bangert, Ursel; Sloan, Jeremy"
meta:br/06101332400 doi:10.1038/ncomms5723,Identification Of TERRA Locus Unveils A Telomere Protection Role Through Association To Nearly All Chromosomes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"De Silanes, Isabel López; Graña, Osvaldo; De Bonis, Maria Luigia; Dominguez, Orlando; Pisano, David; Blasco, María A"
meta:br/06101332884 doi:10.1016/j.molcel.2014.04.025,LincRNA-p21 Activates P21 In Cis To Promote Polycomb Target Gene Expression And To Enforce The G1/S Checkpoint,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Dimitrova, Nadya; Zamudio, Jesse R.; Jong, Robyn M.; Soukup, Dylan; Resnick, Rebecca; Sarma, Kavitha; Ward, Amanda J.; Raj, Arjun; Lee, Jeannie T.; Sharp, Phillip A.; Jacks, Tyler"
meta:br/06101332754 doi:10.1016/j.molcel.2014.09.007,Quantitative Proteomics Reveal A Feedforward Mechanism For Mitochondrial PARKIN Translocation And Ubiquitin Chain Synthesis,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Ordureau, Alban; Sarraf, Shireen; Duda, David M.; Heo, Jin-Mi; Jedrychowski, Mark P.; Sviderskiy, Vladislav O; Olszewski, Jennifer L.; Koerber, James T.; Xie, Tiao; Beausoleil, Sean A.; Wells, James A.; Gygi, Steven P.; Schulman, Brenda A; Harper, J Wade"
meta:br/06101332418 doi:10.1038/ncomms5646,Weakening Of The Stratospheric Polar Vortex By Arctic Sea-Ice Loss,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kim, Baek-Min; Son, Seok-Woo; Min, Seung-Ki; Jeong, Jee-Hoon; Kim, Seong-Joong; Zhang, Xiangdong; Shim, Taehyoun; Yoon, Jin-Ho"
meta:br/06101332327 doi:10.1038/ncomms5745,Energy-filtered Cold Electron Transport At Room Temperature,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Bhadrachalam, Pradeep; Subramanian, Ramkumar; Ray, Vishva; Ma, Liang-Chieh; Wang, Weichao; Kim, Jiyoung; Cho, Kyeongjae; Koh, SeongJin"
meta:br/06101332446 doi:10.1038/ncomms5762,UNR Facilitates The Interaction Of MLE With The lncRNA roX2 During Drosophila Dosage Compensation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Militti, Cristina; Maenner, Sylvain; Becker, Peter B; Gebauer, Fátima"
meta:br/06101332654 doi:10.1016/j.molcel.2015.01.006,Transcription Initiation Determines Its End,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Slobodin, Boris; Agami, Reuven"
meta:br/06101332355 doi:10.1038/ncomms5888,Basal Foot MTOC Organizes Pillar MTs Required For Coordination Of Beating Cilia,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Clare, Daniel Kofi; Magescas, Jérémy; Piolot, Tristan; Dumoux, Maud; Vesque, Christine; Pichard, Evelyne; Dang, Tien; Duvauchelle, Boris; Poirier, Françoise; Delacour, Delphine"
meta:br/06101332968 doi:10.1016/j.molcel.2014.02.029,Activation And Inhibition Of The Receptor Histidine Kinase AgrC Occurs Through Opposite Helical Transduction Motions,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Wang, Boyuan; Zhao, Aishan; Novick, Richard; Muir, Tom W."
meta:br/06101332016 doi:10.1038/ncomms6180,Drosophila Strip Serves As A Platform For Early Endosome Organization During Axon Elongation,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sakuma, Chisako; Kawauchi, Takeshi; Haraguchi, Shuka; Shikanai, Mima; Yamaguchi, Yoshifumi; Gelfand, V I; Luo, Liqun; Miura, Masayuki; Chihara, Takahiro"
meta:br/06101332052 doi:10.1038/ncomms6136,Erratum: Observation Of Monolayer Valence Band Spin-Orbit Effect And Induced Quantum Well States In MoX2,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Alidoust, Nasser; Bian, Guang; Xu, Su-Yang; Sankar, Raman; Neupane, Madhab; Liu, Chang; Belopolski, Ilya; Qu, Dong-Xia; Denlinger, Jonathan D.; Chou, Fang-Cheng; Hasan, M. Zahid"
meta:br/06101332673 doi:10.1016/j.molcel.2014.12.006,Locus-Specific Targeting To The X Chromosome Revealed By The RNA Interactome Of CTCF,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Kung, Johnny T.; Kesner, Barry; An, Jee Young; Ahn, Janice Y; Cifuentes-Rojas, Catherine; Colognori, David; Jeon, Yesu; Szanto, Attila; Del Rosario, Brian C.; Pinter, Stefan F; Erwin, Jennifer A; Lee, Jeannie T."
meta:br/06101332455 doi:10.1038/ncomms5651,Photovoltaic Effect In Few-Layer Black Phosphorus PN Junctions Defined By Local Electrostatic Gating,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Buscema, Michele; Groenendijk, Dirk J; Steele, Gary A.; Van Der Zant, Herre S.J.; Castellanos-Gomez, Andres"
meta:br/06101332210 doi:10.1038/ncomms5990,Phenotypic Characterization Of Missense Polymerase-Δ Mutations Using An Inducible Protein-Replacement System,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Ghodgaonkar, Medini Manohar; Kehl, Patrick; Ventura, Ilenia; Hu, Liyan; Bignami, Margherita; Jiricny, Josef"
meta:br/06101332277 doi:10.1038/ncomms5800,Morphological And Population Genomic Evidence That Human Faces Have Evolved To Signal Individual Identity,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Sheehan, Michael J; Nachman, Michael W."
meta:br/06101332572 doi:10.1016/j.molcel.2015.02.013,Cbx2 Targets PRC1 To Constitutive Heterochromatin In Mouse Zygotes In A Parent-of-Origin-Dependent Manner,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Tardat, Mathieu; Albert, Mareike; Kunzmann, Rico; Liu, Zichuan; Kaustov, Lilia; Thierry, Raphael; Duan, Shili; Brykczynska, Urszula; Arrowsmith, Cheryl; Peters, Antoine H.F.M."
meta:br/06101332638 doi:10.1016/j.molcel.2014.12.036,Sequential Multisite Phospho-Regulation Of KNL1-BUB3 Interfaces At Mitotic Kinetochores,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Vleugel, Mathijs; Omerzu, Manja; Groenewold, Vincent; Hadders, Michael A.; Lens, Susanne M.A.; Kops, Geert J. P. L"
meta:br/06101332325 doi:10.1038/ncomms5769,Phosphorescent Dye-Based Supramolecules For High-Efficiency Organic Light-Emitting Diodes,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Kim, Kwon-Hyeon; Lee, Sunghun; Moon, Chang-Ki; Kim, Sei-Yong; Park, Young-Seo; Lee, Jeong-Hwan; Woo Lee, Jin; Huh, June; You, Youngmin; Kim, Jang-Joo"
meta:br/06101332679 doi:10.1016/j.molcel.2014.12.001,Ubiquitin-SUMO Circuitry Controls Activated Fanconi Anemia ID Complex Dosage In Response To DNA Damage,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Gibbs-Seymour, Ian; Oka, Yasuyoshi; Rajendra, Eeson; Weinert, Brian T; Passmore, Lori A; Patel, Ketan J.; Olsen, J V; Choudhary, Chunaram; Bekker-Jensen, Simon; Mailand, Niels"
meta:br/06101332799 doi:10.1016/j.molcel.2014.07.010,Maternal Aldehyde Elimination During Pregnancy Preserves The Fetal Genome,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Oberbeck, Nina; Langevin, Frédéric; King, Gareth; De Wind, Niels; Crossan, Gerry P; Patel, Ketan J."
meta:br/06101332545 doi:10.1016/j.molcel.2015.03.015,Dishevelled Promotes Wnt Receptor Degradation Through Recruitment Of ZNRF3/RNF43 E3 Ubiquitin Ligases,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Jiang, Xiaomo; Charlat, Olga; Zamponi, Raffaella; Yang, Yi; Cong, Feng"
meta:br/06101332073 doi:10.1038/ncomms6005,Concomitant Notch Activation And P53 Deletion Trigger Epithelial-To-Mesenchymal Transition And Metastasis In Mouse Gut,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Chanrion, Maia; Kuperstein, Inna; Barrière, Cédric; El Marjou, Fatima; Cohen, David; Vignjevic, Danijela; Stimmer, Lev; Gilloteaux, Perrine Paul; Bièche, Ivan; Tavares, Silvina Dos Reis; Boccia, Giuseppe-Fulvio; Cacheux, Wulfran; Meseure, Didier; Fre, Silvia; Martignetti, Loredana; Legoix-Né, Patricia; Girard, Elodie; Fetler, Luc; Barillot, Emmanuel; Louvard, Daniel; Zinovyev, Andrei; Robine, Sylvie"
meta:br/06101332953 doi:10.1016/j.molcel.2014.03.005,Antagonism Between The Master Regulators Of Differentiation Ensures The Discreteness And Robustness Of Cell Fates,Molecular Cell,meta:br/0623032125 issn:1097-2765,"Sunadome, Kazunori; Suzuki, Toshiyasu; Usui, Mai; Ashida, Yuhei; Nishida, Eisuke"
meta:br/06101332206 doi:10.1038/ncomms5851,Species-specific Defence Responses Facilitate Conspecifics And Inhibit Heterospecifics In Above–Belowground Herbivore Interactions,Nature Communications,meta:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723,"Huang, Wei; Siemann, Evan; Xiao, Li; Yang, Xuefang; Ding, Jianqing"
